"V1","V2"
"Sbds","Psme2"
"Cnot3","Pycrl"
"Pdia6","Endog"
"Fam126a","Capn1"
"Pnp","Tank"
"Lamb1","5430435G22Rik"
"Cd180","Nup210"
"Pold1","Mif"
"Lyn","Sla"
"Cnpy4","Rab3gap2"
"Ddx58","Dnaja2"
"Itgb1","Tor3a"
"Tmed7","Get4"
"Get4","Ubqln1"
"Get4","Tollip"
"Akr1a4","Ppp2ca"
"Smarcd2","Hnrnpa1"
"Gpr107","Cep55"
"Arg1","Slc25a12"
"Pygb","Cdv3"
"Irgm1","Ddx24"
"Lrp1","Dpp7"
"Stx16","Chaf1b"
"Glul","Cbr3"
"Mvk","Pam16"
"Ctps","BC006779"
"AK088734","Mrpl45"
"Clpx","Dnajc19"
"Sh3pxd2b","Snrpa"
"Sort1","Pctp"
"Rhbdf2","Myd88"
"Commd3","Eml2"
"AK017779","Ccdc86"
"Anpep","Kpna6"
"Psmb9","Pdcd5"
"Rnf20","Ppp1r12a"
"Mmp12","Tex264"
"Nfkb2","Txn1"
"Stat2","Hck"
"Eif3m","Ppib"
"Alkbh5","GPx4"
"Papss2","G3bp2"
"Ifit1","Ifitm3"
"Bag1","Glmn"
"Trex1","Nfkb2"
"Snx27","Fnbp4"
"Pla2g4a","Ndufs5"
"Efhd2","Sec24d"
"MRPL4","Pgm3"
"Pcyox1","Tpm1"
"Sh3glb2","Ctr9"
"Rps20","Kpna3"
"Mrps7","Tbc1d2b"
"Ifit3","Gbp2"
"Xaf1","Irgm1"
"Gmds","Prkcb"
"Skiv2l","Capn1"
"Hsp90ab1","Ppm1g"
"Ccdc55","Gngt2"
"Atp5k","Galnt2"
"Eif3m","Sfxn1"
"Cnp","Ndufa5"
"Ccdc88b","Dnajc8"
"Alox5ap","Mtch2"
"Mrps36","Nhlrc3"
"mKIAA0268","Rel"
"Gbp5","Gm4902"
"Uba5","Dpp7"
"Akr1b8","Sgpl1"
"Pnp","Osbpl3"
"mACS4","Lgals3bp"
"Tmed10","Ptrh2"
"Fblim1","Naglu"
"Rpia","Abhd12"
"Tnfrsf26","Fam129a"
"Cd14","Serpinb2"
"Caper","Rab22B"
"Xaf1","Ddx24"
"Rnf40","Emd"
"Cc2d1b","Nt5c2"
"Pfn1","Dennd1b"
"Ndufb3","Fgr"
"Camkk2","Pdcd10"
"Gpx1","Mtch2"
"Exoc7","Cand1"
"Xpnpep1","Srgap2"
"Tnfrsf26","Hist1h1e"
"Dhrs3","Rab7l1"
"mFLJ00294","Eif1"
"Dnttip2","Cobra1"
"Snx27","GPx4"
"Rnf213","Cfb"
"0610037L13Rik","Snrpa"
"Ddi2","Nudt5"
"Pacs2","Fbxo6"
"Tnpo1","Sars"
"Cyb5r4","Ipo4"
"Atp1b3","Plxna1"
"Crnkl1","Fermt3"
"Uqcr","Atg5"
"Acaa2","Rps24"
"Tubb2c","Nek7"
"Lrch3","1810037I17Rik"
"Flnb","Hp"
"Sord","Rpl13"
"Pyhin1","Parp9"
"Maea","Psmd10"
"Npc2","Chmp5"
"Anpep","Vamp8"
"Strap","Arid1a"
"Ssr3","Snx18"
"Cnp","Usp24"
"Tbce","Tsr1"
"Sqstm1","Parp14"
"Akr1a4","Nmt1"
"Ftsj3","Mtmr6"
"Ssrp1","Lactb"
"Sap30bp","Fam172a"
"Rgs14","Stk4"
"Efhd2","Nucks1"
"Mpp1","Nub1"
"mKIAA0887","Cnot3"
"Qk","Apip"
"Actn1","Tlr7"
"Mrpl14","Pon2"
"Tank","Dnaja2"
"Supt6h","Celf1"
"Fam136a","Mrpl15"
"Cdv3","Snora33"
"Pts","Dido1"
"Glt25d1","Tra2b"
"Ssh3","Stambp"
"Mink1","Serbp1"
"Lypla1","Kynu"
"Atp1b3","Ptrh2"
"Mfap1b","Irf5"
"Dtx3l","Gm4902"
"Arhgef7","Galk2"
"Parp14","Sash1"
"Rpia","Rps10"
"Ergic1","Arl6ip4"
"Cc2d1b","Ppm1g"
"Hnrnpa2b1","Cpsf2"
"Gatad2a","Nadk"
"Stx16","Crtc3"
"Cnbp","AK011326"
"Pik3c3","Aldh16a1"
"Pgp","Fes"
"Pdcd5","Hn1l"
"Trex1","Gm4902"
"Hnrnpul2","Cct5"
"Ptgs2","Cyp4v3"
"Clec4d","Filip1l"
"Trappc9","Gtl-13"
"Smpdl3a","Ctsl"
"Kif1b","GPx4"
"Cops8","Snrpd3"
"Stat1","Isg15"
"Bdh1","AK050838"
"Raly","Rasal3"
"Clec4n","Hnrpk"
"Irf4","Hnrpk"
"Opa1","Rnpep"
"Cog2","Gdi1"
"Asph","Dnajc3"
"Stat1","Oas3"
"Ifi47","Cpd"
"Irgm1","Ifit3"
"Nipbl","Nupl1"
"Slc7a2","Gbp2"
"Mki67","Taco1"
"Hmgn5","Mapk1"
"Glyr1","AK160502"
"0610037L13Rik","Smarcc2"
"Ifi47","Filip1l"
"Cbx3","Sec24c"
"Traf2","Dgkz"
"Myo1g","Hmgb1"
"Rsad2","Tnfrsf1b"
"Itsn2","Sh3bp1"
"Rnf40","Dscr3"
"Ddx58","Filip1l"
"Nufip2","Pfdn5"
"Irg1","Cd14"
"Lbr","Ndufs2"
"Eif1a","Ywhag"
"Isoc2a","Psma2"
"Nfs1","0610037L13Rik"
"Edf1","Card11"
"Akr1a4","Ddhd1"
"Trex1","Flnb"
"Nek9","Sqrdl"
"Ppp4r1","Rbm10"
"Tmem43","Glg1"
"Xrn2","Rpl23a"
"Itga5","Cfb"
"Commd3","Capns1"
"Car2","Smarce1"
"Rbpms","Trps1"
"Pdxk","Sidt2"
"Pdlim2","Akt1"
"Ndufs1","Hspa9"
"Dnajc13","Nt5c2"
"Rnf114","Lgals9"
"Rfc1","Gm10094"
"Rgs14","Drg1"
"Rab8B","Gab2"
"Pnp","Mlkl"
"Hectd3","Mta1"
"KIAA0143","Rexo2"
"Oasl1","Dhx58"
"Tlr7","G3BP"
"Hars2","Gatm"
"Cstf1","Mpo"
"Tmed10","Glg1"
"Fam160b1","Dgkz"
"Ccl5","Sash1"
"Pgm3","Rnh1"
"Arfrp1","Etfb"
"Anxa3","Uevld"
"Ragd","Exoc6"
"Nek9","Vps11"
"Ppp1r9b","Kdelc1"
"Atp5j","Sec13"
"Nudt9","Mesdc2"
"Cd40","Irgm2"
"Fhod1","Fam105b"
"Rnf40","Nagk"
"Palm","Gtf2f2"
"Iws1","Nudt5"
"Iws1","Parp4"
"Ddt","Iws1"
"Iws1","Exosc10"
"BC002288","Cpd"
"Exoc7","Cpped1"
"Arhgap6","Apobec1"
"Baz1b","mKIAA1207"
"Dhrs1","Ube2k"
"Arpc1b","Rad21"
"Ppp2r5a","Fyb"
"Ampd2","Spg11"
"Serpinb2","Itga5"
"Ppp1r11","Add3"
"Adap1","Osbpl11"
"Eef1e1","Dusp3"
"1810074P20Rik","Ipo4"
"Supt6h","Vps37c"
"Csrp1","Pkn1"
"Marcksl1","Trex1"
"Ddx17","Smek2"
"Ccl5","Gbp3"
"Cltb","Snrpa1"
"Cebpb","Trex1"
"Myo7a","Ttc7"
"Lss","Mcts1"
"Rela","Ddx39"
"Stx8","Casp9"
"Acsl1","Igtp"
"Sort1","Psap"
"Oasl1","Fpr2"
"Mrpl14","Ube2g2"
"Ifi205","Dhx58"
"Ppih","Rps9"
"AI607873","Nlrp3"
"Swap70","Stt3a"
"Pdxk","Fam20b"
"Mtap7d1","Stard5"
"Polr2a","Atxn10"
"Gpx1","B4galnt1"
"Cul1","Parp4"
"Akt1","Rraga"
"Ifih1","Trex1"
"Fam160b1","Nup85"
"Dnajc8","Rbbp4"
"Pyhin1","Parp14"
"Nadk","Qk"
"Slc25a1","Mogs"
"Sh3glb2","Rbm27"
"Hist1h2bl","Slc8a1"
"Rpl17","Pfdn4"
"Trip12","pub"
"Ccdc86","Daxx"
"Atp5l","Ppp1r7"
"BC005561","Rpl9"
"Prps2","Rasal3"
"Tor1aip2","Srbd1"
"Clec4d","Marcksl1"
"Cab39","Mrps26"
"Cwc27","Rpl36al"
"Acin1","Hspbp1"
"Slk","Ciao1"
"Dennd1b","Bloc1s3"
"Stk39","Pkn2"
"Ifit3","Igtp"
"Xrcc4","Thumpd3"
"Cd14","Zfand5"
"Hist2h2bb","Swap70"
"C3","Fcgr2b"
"Nmral1","Nfs1"
"Yy1","Heatr1"
"Mpo","Acox3"
"Ndufv1","Ppif"
"Cmtm6","Myh9"
"Rpl7l1","Mthfd1l"
"Rpl7l1","Iars2"
"Trip12","Dnaja2"
"Cnot3","Fam175b"
"Prpf4b","Apeh"
"Snrnp40","Vps18"
"Pyhin1","Ifih1"
"Hspa9","Agl"
"Decr1","Snx4"
"1300001I01Rik","Hsph1"
"Acot13","Atp5e"
"Actn1","Cpne2"
"Ampd3","Myo7a"
"Rps7","Hira"
"Pdlim2","Alox5"
"F13a1","Bzw2"
"S100a9","Srsf5"
"Trip12","Fcer1g"
"Nudt4","Nedd4l"
"Tcea1","Zfr"
"Exoc4","Mpst"
"Pcx","Wdr11"
"Ddx58","Cfb"
"Arg1","F8a"
"Nup50","Numb"
"Tnpo3","Cbx3"
"Ctnnb1","Rqcd1"
"Ppp2ca","Tmed5"
"Ifi47","Zfand5"
"Parp14","Saa3"
"Gbp2","Flnb"
"mKIAA1207","AK034420"
"Ifi47","Cyp4v3"
"Traf2","Prdx4"
"Traf2","Gngt2"
"Traf2","Nudt16"
"Nfs1","Traf2"
"Traf2","Tprkb"
"Rhbdf2","Trim25"
"Gm15427","Maz"
"Lepre1","Ddost"
"Lcn2","Mki67"
"Trim25","Ccdc50"
"D10Wsu52e","Map2k1"
"Rab3gap1","Nudt2"
"Hp","Mlkl"
"mKIAA0676","Ttc37"
"Chchd8","Pde4dip"
"Serpinb6a","Nmral1"
"Serpinb6a","Puf60"
"Serpinb6a","Prkra"
"Rab4b","mKIAA1207"
"Lrpap1","Prex1"
"Rbm47","Acpp"
"mKIAA1207","Ndufa10"
"Hspa14","Pafah1b1"
"H2-Ke2","Dnajc19"
"Smarcd2","Cbx3"
"Mcm4","Add3"
"Ddhd1","Pygl"
"Dnaja1","Relb"
"Clec4d","Cpeb4"
"Dlat","Cwf19l1"
"Tor1aip1","Spata5"
"Golga3","Snrpc"
"Gstm7","Smpdl3b"
"Slfn2","Zfand5"
"Pold1","Skiv2l2"
"Ncf4","Uqcr"
"Yy2","Gm5431"
"Git2","Tmed3"
"Mrps30","Prpsap1"
"Ppp6r1","Acad11"
"Srxn1","Tns3"
"Gsk3b","mDj11"
"0610037L13Rik","Casp3"
"Ctsb","Dnmt3a"
"Opa1","Supt6h"
"S100a9","Rps21"
"Atp1a1","Rap2b"
"Znfx1","Irgm2"
"Rpl7l1","Pmpca"
"Uchl1","FKBP12-T1"
"Gpx1","ORF19"
"Cmpk2","Lgals9"
"Gbp3","Itga5"
"Wdfy2","Ssh3"
"Sec61b","Dnajb1"
"Serpinb2","Saa3"
"Adap1","Psmd3"
"AK183279","Rasa4"
"Cycs","Vim"
"Snx3","Ubap2"
"Tlr7","Gnb1"
"Pgpep1","Fgd3"
"4930506M07Rik","Zwint"
"Nudt5","2400001E08Rik"
"Rab8B","AK211593"
"Ifi205","Ddx58"
"Sbds","Apbb1ip"
"Sec61b","Rai14"
"AK087295","Oas3"
"Fam129b","Rps20"
"Abcb7","Mosc2"
"Sri","Nubp1"
"Ftsj3","Xpo7"
"Pcnp","Flii"
"Nup133","Psmb3"
"Atp5d","Atp5a1"
"Ube2v1","Sphk2"
"Snora33","Sphk2"
"nssr 1","Ttll12"
"Ckap4","Vps25"
"Ehd1","Snord96a"
"Mut","Zfp326"
"Eif1a","Smchd1"
"Drap1","Rai14"
"Asph","Uqcrc2"
"Gas7","Vamp3"
"Mycbp","Wdr41"
"Rps27","Sf3b1"
"Stk10","Amdhd2"
"Tcea1","Tubb5"
"Emb","Ndufs1"
"Opa1","Naa38"
"Alad","Mycbp"
"Elovl5","Sephs1"
"Stat3","Ccdc50"
"Cd84","Glul"
"Glrx","Dpp9"
"Pdcd5","Acot13"
"Cwc27","Ttll12"
"Mut","Pus10"
"Gdi1","Akr1b7"
"Rhog","Akr1b7"
"Micall2","Naa30"
"Ssrp1","Rps6kb1"
"Whsc2","Rps6kb1"
"Paf1","Polr1c"
"Msn","Nubp2"
"Cwc27","Mars"
"Clec4d","Slfn5"
"Hectd1","Hdac1"
"Lgmn","Sdhb"
"Ifit2","Oas3"
"Slc25a11","Pdxk"
"Mtx1","Naa20"
"Ptpre","Ppp1r12a"
"Atp1a1","Baz1b"
"Atxn10","Irak4"
"limd1","Prkar2b"
"Mobkl1a","Slu7"
"Arhgap30","Eif4b"
"Vbp1","Atox1"
"Sun2","Ercc6l"
"Galk1","Pck2"
"Smpdl3a","Acox3"
"Pddc1","Gfpt1"
"Taf6","Prps1l1"
"Hpse","Polr1c"
"Slc25a4","Cyc1"
"Lipa","Srsf9"
"Rpia","Rpn1"
"Fam49b","Acot13"
"Xaf1","Clic4"
"Gpx1","Nhlrc3"
"Il1f9","Arap1"
"Hp","Isg15"
"Xaf1","Cd14"
"Cd38","Dnaja1"
"Arfrp1","Trappc1"
"Serpinb6a","Trap1"
"Igbp1","Usp47"
"Cmpk2","Marcksl1"
"Lrch3","Ehd1"
"Isg15","Rasa4"
"Aifm2","1700112E06Rik"
"Cryl1","Dvl2"
"Ogfr","Eef1a1"
"Ddt","Stard5"
"Cpeb4","Filip1l"
"2310047M10Rik","Rps27l"
"mACS4","Ampd3"
"Cmpk2","Cyp4v3"
"Bst2","Znfx1"
"Echdc1","Clec12a"
"Akt2","C80913"
"Arl6ip1","AK211593"
"Irg1","Cyp4v3"
"Nubp1","Atic"
"Ddx58","Ifi35"
"Srxn1","Mcat"
"Edf1","Isyna1"
"Rgs14","Nrbp1"
"Dscr3","Pik3c3"
"Arpc1b","Mcm5"
"Ifit3","Fpr2"
"Top2b","Idi1"
"Cyb5r4","Snx6"
"Gusb","Gsr"
"Eif6","Ppp3r1"
"Cpeb4","Cfb"
"Slc7a2","AK087295"
"Gbp2","Hp"
"Gbp3","Marcksl1"
"Mri1","Arl3"
"Gpx1","Pts"
"Cat","Snw1"
"C3","Bag3"
"Tprkb","Phf8"
"Glg1","Sh3bgrl3"
"Tradd","Rnaseh2a"
"Swap70","Pitpnb"
"Wdr26","Stard5"
"Ifitm3","Slc15a3"
"Sdcbp","C5ar1"
"Cd40","Saa3"
"Mib1","Arid3a"
"Ifi35","Sec24b"
"Cstb","Gng12"
"Stk10","D6Wsu116e"
"Cd40","Cfb"
"Ythdc1","Cep170"
"BC002288","Oas1g"
"Glyr1","Hp1bp3"
"Tomm70a","Srsf9"
"Ttc37","Tbc1d13"
"Rbmxrt","Nop58"
"Vti1b","Snx30"
"Pitpnm1","Rpl19"
"Hk2","Gale"
"Kif3b","mKIAA0050"
"Ppp2r5a","Heatr1"
"Prkar2b","Kdm3b"
"Nup205","Mocs1"
"Abhd5","mDj11"
"Trip12","Mir684-1"
"Tsen15","Cebpz"
"4833439L19Rik","Cebpz"
"A230051G13Rik","Sap30bp"
"Map2k1","Eprs"
"Thbs1","Chchd2"
"Diap1","Ppp1r8"
"Ranbp2","S100a11"
"Dpm1","Pcbp1"
"Acsl1","AK087295"
"pub","Syk"
"Ifi35","Src"
"1110005A23Rik","Sphk2"
"Mapk9","Tbc1d2b"
"Tnfaip2","Ccl5"
"Pcna","Sec61g"
"Peci","Pgpep1"
"Sin3a","Entpd1"
"Clip1","Arhgef2"
"Stom","Rraga"
"Cops5","Nup88"
"Edf1","Sqrdl"
"Ccdc72","Hgsnat"
"mFLJ00294","Trps1"
"Naglu","Klc4"
"Ilf2","Cstf2t"
"Mdp1","Casp3"
"Gbp2","Igtp"
"Pld3","2500003M10Rik"
"Ifih1","Hp"
"Sp100","Oas3"
"Baz1a","Dnmt3a"
"Bst2","Fpr2"
"Mocos","Pi4k2a"
"Cog4","Ubxn6"
"Smarca4","Carm1"
"Zranb2","Vps11"
"Ttc37","Golga3"
"Ltf","Smad2"
"Fam162a","Stx5a"
"Wdr91","Rpl24"
"Itga5","Malt1"
"Cog6","Phf5a"
"AK087295","Gch1"
"Oas1g","Itgb1"
"Mgll","Ccdc53"
"Acot2","2810405K02Rik"
"Lgmn","Lmna"
"Mycbp","Hip1"
"Rfc2","S100a8"
"S100a9","Svil"
"Asph","Fabp4"
"Dok1","Pcnp"
"Sbds","Stat3"
"Spr","Golga4"
"Pdxk","Stom"
"Mrpl43","Aldh4a1"
"Rsad2","Irgm2"
"Rpl13","Ube2k"
"Slc39a7","1700019L03Rik"
"1700019L03Rik","Pex11b"
"Psmg1","Smc2"
"Ipo4","Cpsf2"
"Fkbp3","Sec31a"
"Snapin","Sipa1"
"Ltf","Ddx21"
"Grcc10","Glul"
"Ccl5","Clic4"
"Akt1","Rbbp6"
"Lrch3","Ampd3"
"Ifi47","Nlrp3"
"Rpl17","Sod2"
"Maea","Usp24"
"Ddx58","Trafd1"
"Frmd8","Ppp2ca"
"Cd300lf","Zcchc6"
"Rgs14","Ywhaz"
"Ptpre","Pcbp1"
"Atp2b1","U2af1"
"Tpt1","Prdx1"
"Ifit2","Cyp4v3"
"Cwc27","Gpx1"
"Lemd2","Ap3b1"
"Tmed7","Arrb1"
"Cbl","Gfer"
"Ranbp2","Mgll"
"Rpl3","pub"
"0610037L13Rik","Hrsp12"
"Pdcd10","Fryl"
"Exoc8","Eml2"
"Arid1a","Bub1b"
"Prpf4","Vav1"
"Zfp259","Glrx"
"Zfp259","Rps25"
"Mrpl32","4833439L19Rik"
"Cd38","Mlkl"
"AK079263","Psmb5"
"Sqstm1","Marcksl1"
"limd1","Gsk3b"
"Gusb","Glg1"
"Rnf213","Cd40"
"Trex1","Gbp2"
"Plekha2","Vps4b"
"Swap70","Yme1l1"
"Uchl1","Hist3h2a"
"Gbp3","Filip1l"
"Rsad2","Filip1l"
"Dhx38","Parvb"
"Rrm1","Ccdc115"
"Cd302","Cript"
"Ubxn6","Ppp1r9b"
"Nit1","Mrpl55"
"Gtl-13","Pdpk1"
"Syk","AK211593"
"Cdk1","Ptges3"
"Ehd1","Mlkl"
"Thbs1","Glt25d1"
"AK017779","Cdc42ep4"
"Bpnt1","2210016F16Rik"
"Aldh4a1","Rbm15"
"Pgls","Eed"
"Stat1","Slfn1"
"Atp2b1","Wdr5"
"Ifi205","Ifitm3"
"Eif2ak2","Gsk3b"
"Arhgap25","Carm1"
"Mrpl53","Ppp6c"
"S100a9","Vasp"
"Impa2","Pdpk1"
"Mocos","Tom1"
"Cmpk2","Ube2l6"
"Trafd1","Ifitm3"
"Pf4","Ndufb4"
"Tbc1d13","Mki67ip"
"Ddt","Fech"
"Hist1h1b","MAN2B2"
"Polr2i","Rbx1"
"Ndufb4","Tcof1"
"Ndufb4","Fyb"
"Hmbs","Ndufb4"
"Ndufb4","Nqo1"
"Epb4.1","Atg16l1"
"Chm","Ntpcr"
"Rnf213","Trex1"
"Rps6ka4","Psmd8"
"Tank","Dnaja2"
"Srxn1","Hk2"
"Lss","Gm6635"
"Pfkl","Snx7"
"Rbbp7","Hmgb3"
"Cstf2t","Mrpl37"
"Rab8B","Dohh"
"Rhoa","mKIAA1358"
"Selenbp1","Uqcrb"
"Hacl1","Ntan1"
"Srp9","Oat"
"Ndufb10","Appl1"
"AK017779","Tank"
"Asns","Rab22B"
"Pyhin1","Serpinb2"
"Ccl5","Parp9"
"Nudt5","Nup210"
"Man2b1","Ndufb11"
"Hist1h1e","Carm1"
"Snrnp200","Ap2b1"
"Spr","Rbm10"
"Ring1","Ppm1a"
"Gas7","Ankrd57"
"Tmed9","Osbpl8"
"Paics","Abcf2"
"Grn","Lgmn"
"Chmp4b","Fam129b"
"Swap70","Ppp2r5d"
"Lsm5","Rcc2"
"Lyz2","Spg21"
"Ndufb9","U2af1"
"Ftsjd2","Mlkl"
"Rabif","Fnbp4"
"Gbp5","Lgals9"
"Snapin","Acadvl"
"Tlr2","Oas1g"
"Sep8","Mtap7d1"
"Nfkb2","Tpm4"
"Gpx1","Gm6635"
"Tcea1","Gmppb"
"Tmem43","Atp1b3"
"Hnrnpa3","Luc7l"
"Cltb","Thrap3"
"Nek7","Vps37b"
"Mtm1","Vps28"
"Agfg2","Otub1"
"Snx27","Prosc"
"Ptpre","Rpl15"
"Rpia","Crip1"
"Dnaja2","Rbms1"
"Tsc2","Capza2"
"Ftsj3","Trim30a"
"Fpr2","Mcat"
"Pyhin1","AK087295"
"B4galnt1","Pts"
"Prkar2b","Gm10653"
"Pam16","Alkbh5"
"Gnpda1","Rnf7"
"Ifi205","Nlrp3"
"Cstf2t","Bphl"
"Ddx24","Cyp4v3"
"Nfkb2","Vasp"
"Nlrp3","Cpeb4"
"Clpx","Aldh18a1"
"Hagh","Gpx1"
"Dcaf8","Pdcd10"
"Cpped1","Gmpr"
"Rnf114","Poldip3"
"Ntpcr","Ktn1"
"Atp5e","Rbm15"
"Scly","Gsr"
"Ifit3","Oas3"
"AK017645","Map2k4"
"Rnf213","Parp14"
"Ube2l3","Iah1"
"Mlkl","Gm10653"
"H1f0","Cycs"
"Gna13","Cul1"
"Ankrd57","Oxsr1"
"Ak3","Ndufa6"
"Mtx2","Nup88"
"Nmi","Ddx6"
"Serpinb2","Tle3"
"Ifi47","Trex1"
"Eif2ak2","Lims1"
"Tlr2","Znfx1"
"Papss1","Snap29"
"Flnb","Isg15"
"mKIAA0899","Mrpl55"
"Rrm1","Epb4.1l2"
"Pdxk","Abhd12"
"Lyz2","Grpel1"
"Pcx","Srsf7"
"Slfn2","Sqstm1"
"Snora33","AK211593"
"Cdc16","Hs1bp3"
"Zbtb7a","Ccdc86"
"Cltb","Snx9"
"Cmpk2","Fpr2"
"Gabpa","AK185771"
"Fam129b","Gpd2"
"Chmp4b","Eef1a1"
"Nhlrc3","Cbx5"
"Apoe","Lpl"
"Sqstm1","Cyp4v3"
"Hk2","Ap1m1"
"Commd6","Gys1"
"Idh3g","Ndufb3"
"Snrpd1","AK153427"
"Dnaja2","Raf1"
"H2-Ke2","Me2"
"Fes","Acat3"
"Mpp1","Akr1a4"
"Tsc22d4","Fkbp8"
"Gm10094","Nudt4"
"Snx27","Reps1"
"Prpf31","Usp15"
"AK048828","Carm1"
"Ifih1","Sp100"
"Ifi205","Sp100"
"Psmb5","Clk2"
"Sptlc2","Srsf9"
"Sash1","Gm4902"
"Mfap1b","Dnmt1"
"BC002288","Flnb"
"Bcap31","Tmed9"
"Atp1b3","Isyna1"
"Hrsp12","Me2"
"Skap2","Arhgap6"
"Basp1","Rps9"
"Pnp","Eif2ak2"
"Sh3glb2","Ebp"
"AI607873","Zfand5"
"B4galnt1","Arl6ip1"
"Exoc4","Tnfrsf26"
"Epb4.1","Sphk2"
"Ddrgk1","Arid1a"
"Ddrgk1","Parp4"
"Prkacb","Ddrgk1"
"Nup50","Ddrgk1"
"Ripk1","Col4a3bp"
"Ttc37","Pls3"
"Rpn2","Dars"
"Eif2ak2","Osbpl3"
"Hnrnpu","Zranb2"
"Pyhin1","Fpr2"
"Nup62-il4i1","Aprt"
"Ftsj1","Phka2"
"B4galnt1","Mobkl3"
"Lemd2","Hpse"
"Psmb10","Plekhg1"
"Atp2b1","Aldh16a1"
"Atp5l","Galns"
"Htra2","Ppa2"
"Irg1","Cpd"
"Magoh","Smarcc2"
"Stom","Mcm5"
"Naa25","Commd4"
"Ddx5","Fam177a"
"S100a9","Acot7"
"Celf2","Ntan1"
"Acsl5","Sra1"
"Pdcl","Os9"
"Nab2","Cap1"
"Arfgap2","Ccdc115"
"Atp5f1","Psmc6"
"Pnp","Cycs"
"Impdh1","Ctsd"
"Slfn5","Oasl1"
"Cab39","Eef1e1"
"Trafd1","Ifit3"
"Slc25a4","AK086522"
"Dnaja1","Igsf6"
"Arhgap18","Mkrn1"
"Mkrn1","1110054O05Rik"
"Cd97","Ddx41"
"Saa3","Cfb"
"Bud31","Akap13"
"Dlst","Atp5c1"
"Rbpms","Mitf"
"Dscr3","Creb1"
"Ebp","Pik3cb"
"mKIAA0268","Gnl1"
"Ttc37","Spr"
"Fh1","Vps33b"
"Znfx1","Gm4902"
"Mrps21","Mrps27"
"Snrpc","Cox7a2"
"Atpif1","Rpe"
"Hmgb3","Arl8a"
"Arfgap1","Tagln2"
"Nmral1","Ttc37"
"Apaf1","Guk1"
"Ercc6l","Bola3"
"Sep2","Idi1"
"Hck","Rpl37a"
"Pyhin1","Dck"
"Arrb1","Atrx"
"Eif2ak2","Ptpre"
"Gtf2f2","Zcchc8"
"Nlrp3","Xpo7"
"N4bp1","Fam82b"
"BC002288","AK087295"
"Ndufa7","Tmem55b"
"AK079994","Iars2"
"Rsad2","Cfb"
"Slc2a6","Snord96a"
"Gusb","G3bp2"
"Ndufb9","Cd68"
"Rgs10","Celf2"
"Manf","Anxa7"
"1300010F03Rik","Prdx4"
"Mink1","BC029331"
"Pnp","Hp"
"Pgpep1","F13a1"
"Ktn1","Mrpl40"
"Sash1","Trafd1"
"Sqstm1","Filip1l"
"Slc25a3","Slc25a12"
"Ifi35","Tra2a"
"Xaf1","Tlr2"
"Exoc4","Aprt"
"Zc3hav1","Ifi35"
"Marcksl1","Dhx58"
"Rps13","Rae1"
"Lrrc8c","Rbm27"
"Lsm5","Osbpl11"
"Sod2","Vamp3"
"Prpf6","Necap2"
"Pspc1","Fnbp4"
"Xaf1","Ifih1"
"Aoah","Naip2"
"Rasa3","mDEAH9"
"Oasl1","Parp9"
"Slc25a5","Nt5c"
"Fcgr3","2310035C23Rik"
"Tor1aip1","Snord96a"
"Pacs2","Pts"
"Mapk14","Gfpt1"
"Dnajc10","Fadd"
"Slc25a5","Btf3"
"Clic4","Txnrd1"
"AK088734","Prpf40a"
"Dnaja1","Rnaset2a"
"Fam129b","Stip1"
"Txnl4b","Nup37"
"Oasl1","Trim30a"
"Parp14","Ifih1"
"Timm8a1","Homer3"
"Pyhin1","Cd40"
"Prkar2b","Ywhag"
"Irgm1","Trafd1"
"Prorsd1","Osbpl9"
"Opa1","Rplp1"
"Il1a","Slfn5"
"Surf6","Ring1"
"Smc4","Kdm3b"
"Dctn6","Vps29"
"Cwc27","Dido1"
"Rgs10","Baz1b"
"Sash1","Ifit3"
"Ranbp10","Celf2"
"Alas1","Gm11428"
"Lage3","Pglyrp1"
"Rgs10","mKIAA1207"
"Supt6h","Ap3b1"
"Acsl1","Eif2ak2"
"Lsm5","Card9"
"Wipf1","Rngtt"
"Smarcc2","H2-Ke2"
"Ppa2","Mrpl47"
"Cfb","Parp9"
"Znfx1","Trim30a"
"Rpl38","Mmp14"
"Saa3","Malt1"
"Pip4k2c","Myef2"
"Mndal","Rhbdf2"
"Atp5k","Akt1"
"Il1f9","Coro1a"
"Ccdc93","Arhgef7"
"Fscn1","Fam177a"
"Tbcd","Gapvd1"
"Lrch3","Dnaja1"
"Tmed10","Tmed9"
"Trip12","mFLJ00017"
"Bzw1","Cdk1"
"Wdr18","Rab3gap1"
"Anxa7","Dmxl1"
"mKIAA0676","Hddc2"
"Os9","Plod1"
"Akr1b8","Hrsp12"
"Slc25a22","Srpr"
"Thrap3","Vps33b"
"Irg1","Hp"
"Pfdn2","Ppp2r5d"
"Ubl4","Vps33a"
"Isyna1","Card9"
"Txnl4b","Sephs1"
"Txnl4b","Fgfr1op2"
"Ckb","Scyl2"
"Pik3r4","Ppp2r1b"
"Trip12","Chchd2"
"Iscu","Hist3h2a"
"Setd3","Cct5"
"Xaf1","Cpeb4"
"Gpx1","Arl6ip1"
"Rnf213","Ifit2"
"Grn","Spg21"
"Lgals3bp","Osbpl3"
"Tlr13","Nup93"
"Cebpb","Gtf2b"
"Pnp","Stat1"
"Zbtb7a","Csde1"
"mKIAA4150","Fus"
"mKIAA1108","Rpl32"
